time,price,returns
2018-01-02 04:00:00,1.20100376913509,-0.0003756607529278596
2018-01-02 10:00:00,1.2029139474067356,0.001589221345251391
2018-01-02 16:00:00,1.2074666382806525,0.0037775746410205896
2018-01-02 22:00:00,1.2067238118959245,-0.0006153834368086947
2018-01-03 04:00:00,1.2059814919924543,-0.0006153423923733042
2018-01-03 10:00:00,1.2107158347130775,0.0039180320387689725
2018-01-03 16:00:00,1.2130045372111902,0.0018885868228823003
2018-01-03 22:00:00,1.2115453390588142,-0.0012036859648372324
2018-01-04 04:00:00,1.2131533991583432,0.001326400108964682
2018-01-04 10:00:00,1.211712369216755,-0.0011885442320309731
2018-01-04 16:00:00,1.2102660554437177,-0.0011943243839258526
2018-01-04 22:00:00,1.2109620443167983,0.0005749056789148773
2018-01-05 04:00:00,1.205147445704727,-0.004813200611644357
2018-01-05 10:00:00,1.1999256858961729,-0.004342294581282136
2018-01-05 16:00:00,1.1982041661075022,-0.001435718823102702
2018-01-05 22:00:00,1.1951382031076625,-0.0025620778008360995
2018-01-06 04:00:00,1.196041612716039,0.0007556183314883435
2018-01-06 10:00:00,1.1932938062899503,-0.00230006018880322
2018-01-06 16:00:00,1.1890523302462617,-0.003560759253338202
2018-01-06 22:00:00,1.1933813527197206,0.003634121922303931
2018-01-07 04:00:00,1.192672169016652,-0.0005944407512163327
2018-01-07 10:00:00,1.1928377478700736,0.0001388205117198472
2018-01-07 16:00:00,1.1885609147068292,-0.0035918704655334907
2018-01-07 22:00:00,1.186908827064503,-0.0013909568113130222
2018-01-08 04:00:00,1.187202393600766,0.0002473064742747783
2018-01-08 10:00:00,1.1837556348296,-0.002907483943555883
2018-01-08 16:00:00,1.1848324482455288,0.0009092450458643162
2018-01-08 22:00:00,1.1830191517223383,-0.0015315967247969144
2018-01-09 04:00:00,1.1821213037983116,-0.0007592343744831825
2018-01-09 10:00:00,1.1803090052768068,-0.0015342665305736387
2018-01-09 16:00:00,1.1857517581842956,0.004600695461272433
2018-01-09 22:00:00,1.18567617714555,-6.374306184484789e-05
2018-01-10 04:00:00,1.1825095862915913,-0.0026742773223897395
